EventTime,Symbol,aggTradeID,price,quantity,bidderMaker,priceTimesQuantity,cml_vol,sig,cml_bid
1633760938756,BTCUSDT,946974412,54989.22,0.05268,False,2896.8321096,373691.8088041005,1,40
1633760938812,BTCUSDT,946974413,54989.22,0.05184,False,2850.6411648,376542.4499689005,1,41
1633760938863,BTCUSDT,946974414,54989.22,0.05321,False,2925.9763962,379468.4263651005,1,42
1633760938866,BTCUSDT,946974415,54989.22,0.02727,False,1499.5560294,380967.98239450046,1,43
1633760938907,BTCUSDT,946974416,54989.22,0.04923,False,2707.1193006000003,383675.1016951005,1,44
1633760938937,BTCUSDT,946974417,54989.22,0.00045,False,24.745149,383699.8468441005,1,45
1633760938957,BTCUSDT,946974418,54989.22,0.03455,False,1899.877551,385599.7243951005,1,46
1633760938957,BTCUSDT,946974419,54990.5,0.01281,False,704.428305,386304.1527001005,1,47
1633760938957,BTCUSDT,946974420,54990.51,0.0005,False,27.495255,386331.6479551005,1,48
1633760939030,BTCUSDT,946974421,54990.5,0.00063,True,-34.644015,386297.0039401005,-1,47
1633760939140,BTCUSDT,946974422,54990.5,0.00036,True,-19.79658,386277.20736010047,-1,46
1633760939788,BTCUSDT,946974423,54990.5,0.00045,True,-24.745725,386252.4616351005,-1,45
1633760939977,BTCUSDT,946974424,54990.5,0.00137,True,-75.336985,386177.1246501005,-1,44
1633760939980,BTCUSDT,946974425,54990.5,0.00053,True,-29.144965,386147.9796851005,-1,43
1633760939989,BTCUSDT,946974426,54990.5,0.00051,True,-28.045155,386119.9345301005,-1,42
1633760939989,BTCUSDT,946974427,54990.51,0.00152,False,83.58557520000001,386203.5201053005,1,43
1633760940014,BTCUSDT,946974428,54990.51,0.0004,False,21.996204,386225.5163093005,1,44
1633760940027,BTCUSDT,946974429,54990.5,0.02688,True,-1478.14464,384747.3716693005,-1,43
1633760940264,BTCUSDT,946974430,54990.5,0.01259,True,-692.3303950000001,384055.0412743005,-1,42
1633760940390,BTCUSDT,946974431,54990.5,0.00116,True,-63.78898,383991.2522943005,-1,41
1633760940443,BTCUSDT,946974432,54990.5,0.0002,True,-10.9981,383980.2541943005,-1,40
1633760940515,BTCUSDT,946974433,54990.51,0.09457,False,5200.4525307,389180.70672500046,1,41
1633760940515,BTCUSDT,946974434,54995.18,0.01989,False,1093.8541302,390274.56085520046,1,42
1633760940515,BTCUSDT,946974435,54995.44,0.03069,False,1687.8100536,391962.37090880045,1,43
1633760940515,BTCUSDT,946974436,54997.88,0.05566,False,3061.1820008,395023.5529096004,1,44
1633760940539,BTCUSDT,946974437,54995.17,0.00022,True,-12.0989374,395011.45397220046,-1,43
1633760940680,BTCUSDT,946974438,54995.17,0.00023,True,-12.6488891,394998.80508310045,-1,42
1633760940799,BTCUSDT,946974439,54995.17,0.00116,True,-63.7943972,394935.01068590046,-1,41
1633760941004,BTCUSDT,946974440,54995.17,0.004,True,-219.98068,394715.0300059005,-1,40
1633760941049,BTCUSDT,946974441,54995.17,0.00116,True,-63.7943972,394651.2356087005,-1,39
1633760941108,BTCUSDT,946974442,54995.18,0.00088,False,48.395758400000005,394699.63136710046,1,40
1633760941151,BTCUSDT,946974443,54995.18,0.00635,False,349.219393,395048.85076010047,1,41
1633760941156,BTCUSDT,946974444,54995.17,0.00057,True,-31.3472469,395017.5035132005,-1,40
1633760941297,BTCUSDT,946974445,54995.17,0.00116,True,-63.7943972,394953.7091160005,-1,39
1633760941542,BTCUSDT,946974446,54995.17,0.00116,True,-63.7943972,394889.91471880046,-1,38
1633760941576,BTCUSDT,946974447,54995.17,0.00059,True,-32.447150300000004,394857.4675685004,-1,37
1633760941629,BTCUSDT,946974448,54995.17,0.00027,True,-14.8486959,394842.6188726004,-1,36
1633760941800,BTCUSDT,946974449,54995.17,0.00116,True,-63.7943972,394778.8244754005,-1,35
1633760941825,BTCUSDT,946974450,54995.18,0.0099,False,544.4522820000001,395323.2767574004,1,36
1633760941829,BTCUSDT,946974451,54995.17,0.02119,True,-1165.3476523,394157.9291051004,-1,35
1633760941872,BTCUSDT,946974452,54995.18,0.00992,False,545.5521856,394703.4812907004,1,36
1633760941891,BTCUSDT,946974453,54995.17,0.00419,True,-230.4297623,394473.0515284004,-1,35
1633760942059,BTCUSDT,946974454,54995.17,0.00116,True,-63.7943972,394409.2571312004,-1,34
1633760942294,BTCUSDT,946974455,54995.18,0.0531,False,2920.244058,397329.5011892004,1,35
1633760942307,BTCUSDT,946974456,54995.17,0.00116,True,-63.7943972,397265.7067920004,-1,34
1633760942499,BTCUSDT,946974457,54995.18,0.04292,False,2360.3931256,399626.0999176004,1,35
1633760942569,BTCUSDT,946974458,54999.02,0.00116,True,-63.7988632,399562.3010544004,-1,34
1633760942603,BTCUSDT,946974459,54999.99,0.00022,True,-12.0999978,399550.2010566004,-1,33
1633760942778,BTCUSDT,946974460,55000.0,0.0247,False,1358.5,400908.7010566004,1,34
1633760942780,BTCUSDT,946974461,55000.0,0.06656,False,3660.8,404569.5010566004,1,35
1633760942780,BTCUSDT,946974462,55000.01,0.00676,False,371.8000676,404941.30112420034,1,36
1633760942793,BTCUSDT,946974463,55001.84,0.00019,True,-10.4503496,404930.8507746004,-1,35
1633760942824,BTCUSDT,946974464,55001.85,0.0009,False,49.501665,404980.35243960033,1,36
